sample-7205|fərid bu mədhiyyələri yalnız zarafat oyunu, şuxluq kimi başa düşür, heç nə demədən dodaqucu qımışırdı.|Hello there
sample-7206|axşama doğru, get-gəllər tamam kəsilən zaman əfsun məzələnməsini bir qədər gerçək tərzdə təzələdi:|Hello there
sample-7207|ə, fərid, can-ciyər dost, allahın altında bu qədər pulumuz olsaydı, görəsən neyləyərdik?|Hello there
sample-7208|heç nə eləməzdik!|Hello there
sample-7209|fərid etinasız dilləndi.|Hello there
sample-7210|ə, necə heç nə eləməzdik?|Hello there
sample-7211|zarafatsız soruşuram.|Hello there
sample-7212|mən də zarafatsız deyirəm, heç nə!|Hello there
sample-7213|səni bilmirəm, mən papağımı şadlığımdan göyə atardım.|Hello there
sample-7214|i̇çi boş papağı da bakı küləyi qapıb dənizə atardı!|Hello there
sample-7215|dənizə atardı, mən də gedib qızqaytaranını alardım.|Hello there
sample-7216|qız qaytaran papaq bahadı, pulun çatmaz.|Hello there
sample-7217|pul budur, gözümüzün qabağında!|Hello there
sample-7218|fərid təəccübləndi:|Hello there
sample-7219|sən bunu doğru deyirsən?|Hello there
sample-7220|hə, lap doğru!|Hello there
sample-7221|əfsun zarafat ahəngini ciddiləşdirdi:|Hello there
sample-7222|belə fürsəti ötürsək, sonradan dizimizə çox döyərik.|Hello there
sample-7223|bizi güdən yox, hesabı bilən yox.|Hello there
sample-7224|fəridin matı-qutu qurudu.|Hello there
sample-7225|sən ağlını çaşıbsan-nədi?|Hello there
sample-7226|bu vəsaiti adamlar öz ailəsinin öynəsindən kə sib, qara gün üçün qəpik-qəpik yığdığı xərclikdən ayırıb, şə hidlərin ailələrinə yardım, yaralıların müalicəsinə kömək üçün veriblər.|Hello there
sample-7227|əfsun bic-bic irişdi.|Hello there
sample-7228|mən beləyəm.|Hello there
sample-7229|gözüm gördüyündən göz kirəsi istəyirəm.|Hello there
sample-7230|fərid bir anlığa duruxub, bağırdı:|Hello there
sample-7231|sən əclafsan!|Hello there
sample-7232|bir misqal namus, vicdan yoxdu səndə!|Hello there
sample-7233|gör nəyə iştahlanırsan!|Hello there
sample-7234|səndə canavar xisləti var!|Hello there
sample-7235|fərid dərin təəssüflə başını buladı:|Hello there
sample-7236|sən dəhşətli adamsan!|Hello there
sample-7237|beşillik həbs cəzası da ağlını başına yığmayıb.|Hello there
sample-7238|əfsun ucadan, rişxəndlə güldü.|Hello there
sample-7239|mənim ağlım yetgindi.|Hello there
sample-7240|amma səninki hələ də kaldı.|Hello there
sample-7241|yaşın artsa da heç nəyin dəyişməyib.|Hello there
sample-7242|elə tələbəlik vaxtındakı hürkək, öz kölgəsindən qorxan fəridsən.|Hello there
sample-7243|boş-boş təbliğatlar təsirindəsən.|Hello there
sample-7244|fərid sərtliklə ona arxasını çevirdi.|Hello there
sample-7245|danışmağı lüzum bilmədi.|Hello there
sample-7246|əfsun ara verib şitəngi-şitəngi soruşdu:|Hello there
sample-7247|evlənibsən?|Hello there
sample-7248|bunun sənə dəxli yoxdur!|Hello there
sample-7249|dəxli var ki, soruşuram.|Hello there
sample-7250|hə.|Hello there
sample-7251|evliyəm.|Hello there
sample-7252|sonra?|Hello there
sample-7253|sonra da canına sağlıq.|Hello there
sample-7254|uşağın var?|Hello there
sample-7255|bəli var!|Hello there
sample-7256|fərid hirs fısıltısı ilə cavab verdi:|Hello there
sample-7257|bir oğul və bir qız atasıyam.|Hello there
sample-7258|allah saxlasın!|Hello there
sample-7259|i̇nşallah, saxlayar!|Hello there
sample-7260|harda qalırsan?|Hello there
sample-7261|bunu bilmək belə vacibdi?|Hello there
sample-7262|qorxma, qonaq gəlməyəcəm.|Hello there
sample-7263|kirayədəsən, ya ev alıbsan?|Hello there
sample-7264|kirayədəyəm.|Hello there
sample-7265|ehh, binəva!|Hello there
sample-7266|əfsun onun cırnatmaq məqsədi ilə halına acıdı:|Hello there
sample-7267|bilirəm, nə zillət çəkirsən.|Hello there
sample-7268|aldığın maaşın yarısını bəlkə də ona verirsən.|Hello there
sample-7269|hər gün də üzün danlanır ki, işığı çox yandırırsan, qazı-suyu artıq işlədirsən.|Hello there
sample-7270|o da bəlli deyil ki, hökumət sənə haçan mənzil verəcək.|Hello there
sample-7271|ümumiyyətlə, verəcəkmi?|Hello there
sample-7272|mütləq verəcək!|Hello there
sample-7273|komitəmiz öz işçiləri üçün bina tikdirməyə hazırlaşır.|Hello there
sample-7274|ölmə, eşşəyim, ölmə.|Hello there
sample-7275|yaz gələr, yonca bitər!|Hello there
sample-7276|əfsun əlini tovlayıb, çadırda irəli-geri addımladı.|Hello there
sample-7277|eh, əziz-mehriban dost, boynuna alsan da, almasan da əhvalına bələdəm.|Hello there
sample-7278|axı, niyə belə olmalıdı?|Hello there
sample-7279|biz də bu millətin övladıyıq.|Hello there
sample-7280|kimdən, hansı cəhətdən əsgiyik?|Hello there
sample-7281|fəhm-fərasatda, bacarıqda beşindən dala qalsaq da, yüzündən irəliyik.|Hello there
sample-7282|mənəm-mənəm deyənləri suya susuz aparıb, susuz da qaytararıq.|Hello there
sample-7283|o gün gördün məsim müslümoviç haqqımda necə yüksək sözlər dedi?|Hello there
sample-7284|kişinin dili yox, ürəyi danışdı.|Hello there
sample-7285|belə olduğu halda nə üçün fərasətsizlər, kütbeyinlər pula pul deməsinlər, onu xəzəl yerinə işlətsinlər.|Hello there
sample-7286|səninlə mən isə ehtiyac içində, maddi sıxıntı məngənəsində çapalayaq?|Hello there
sample-7287|bu ədalətsizlikdi, həyatın paradoksudu!|Hello there
sample-7288|sabah, o biri gün gəncliyimizlə xudafizləşəcəyik.|Hello there
sample-7289|məlum deyil, ömrümüzdən nə gedib, nə qalıb.|Hello there
sample-7290|olsun ki, heç əlli yaşı da haqlamadıq.|Hello there
sample-7291|bəs haçan insan kimi yaşayacağıq?|Hello there
sample-7292|həyatımızı boş-boşunamı çürütməliyik?|Hello there
sample-7293|cavab ver mənə!|Hello there
sample-7294|fərid çiyinlərini yırğalayıb ona baş qoşmadı.|Hello there
sample-7295|əfsun hücuma keçdi:|Hello there
sample-7296|bax, görürsənmi cavab verəmmirsən, susmağa məcbursan.|Hello there
sample-7297|əslinə qalanda, sən də, mən də cümə axşamına yığışdığımız günahsız qurbanların bir tayıyıq.|Hello there
sample-7298|onlardan fərqimiz yalnız quruca nəfəsimizin gedib-gəlməsidi.|Hello there
sample-7299|fərid dözmədi.|Hello there
sample-7300|geri çevrilib, nifrətlə çımxırdı:|Hello there
sample-7301|qurtar bu şitəngi söhbəti!|Hello there
sample-7302|mən sənə qulaq asmaq istəmirəm.|Hello there
sample-7303|məni cinayətə sürükləyə bilməzsən!|Hello there
sample-7304|əfsun onu bir xeyli qaşaltı süzdü.|Hello there
sample-7305|birdən közü artıq düşmüş samovar kimi pıq-pıq pıqqıldadı.|Hello there
sample-7306|bu xımır gülüş sonra güclü qəhqəhə ilə əvəzləndi:|Hello there
sample-7307|qəribə oğlansan, fərid cəbizadə, çox qəribə oğlansan!|Hello there
sample-7308|fərid ona yenidən arxasını çevirdi.|Hello there
sample-7309|dilə tutma məni!|Hello there
sample-7310|bilindi hansı yuvanın quşusan.|Hello there
sample-7311|əfsun qızarıb-bozardı:|Hello there
sample-7312|ə, mənə bax, doğrudan inandın?|Hello there
sample-7313|aldatmağa get ayrı adam tap!|Hello there
sample-7314|ə, sən öl, sənin əziz canın haqqı.|Hello there
sample-7315|özün öl!|Hello there
sample-7316|fərid rəsmi, vəzifəli şəxs olduğunu anlatdı:|Hello there
sample-7317|danışığını bil!|Hello there
sample-7318|ağzında sözünü bişir, sonra söylə!|Hello there
sample-7319|di yaxşı, özüm ölüm.|Hello there
sample-7320|ə, səninlə məzələnirdim e, zarafatlaşırdım.|Hello there
sample-7321|lap doğrusu, sınağa çəkirdim.|Hello there
sample-7322|qəsdən dilə tuturdum ki, görüm, azacıq da olsa, mən deyənə sıyılırsanmı.|Hello there
sample-7323|mərhəba!|Hello there
sample-7324|möhkəm oğlansan.|Hello there
sample-7325|əqidənə, məsləkinə sadiqsən.|Hello there
sample-7326|ört-basdıra cəhd eləmə.|Hello there
sample-7327|ət yeyən quş dimdiyindən bəllidi!|Hello there
sample-7328|i̇ncidim səndən.|Hello there
sample-7329|əfsun ciddiyyətini artırdı.|Hello there
sample-7330|möhkəm incidim!|Hello there
sample-7331|ə, sən məni bu qədər əclaf sayırsan?|Hello there
sample-7332|üz-gözümün ifadələrindən, səsimdəki zarafat ahəngindən anlamırsan ki, bunlar gülməcədi, şəbih çıxartmadı?|Hello there
sample-7333|fərid höcətlə susdu.|Hello there
sample-7334|əfsun fəridin qırımından ehtiyatlanıb yenə qılığa, mehribanlığa güc verdi:|Hello there
sample-7335|fərid, əzizim, sən bəlkə elə düşünürsən ki, mən ar-namusu, insaf-mürvəti it ağzına atıb, insanlığımı tamam itirmişəm?|Hello there
sample-7336|həşərata dönüb yetim-yesir qismətlərinə, sədəqə paylarına göz dikmişəm?|Hello there
sample-7337|vallah, billah yanılırsan.|Hello there
sample-7338|bu yeri-göyü yaradan haqqı, babala batırsan.|Hello there
sample-7339|ə, inan mənə, səni elə-belə cırnadırdım.|Hello there
sample-7340|otaq yoldaşlığımız yadıma düşmüşdü.|Hello there
sample-7341|ehh, nə gözəlmiş tələbəlik həyatı!|Hello there
sample-7342|heyf ki, qədri çox-çox sonralar bilinir.|Hello there
sample-7343|fərid çiyni üstündən atmaca atdı:|Hello there
sample-7344|əlbəttə, heyfsinərsən.|Hello there
sample-7345|abırlı bir qadını həyasızlıqla yoldan çıxartdın.|Hello there
sample-7346|onun hesabına bəy, xan balası kimi yaşadın.|Hello there
sample-7347|tələbəlik çətinlikləri bilmədin nədi.|Hello there
sample-7348|hə, haqlısan.|Hello there
sample-7349|əfsun acı təəssüfünü açıq bildirdi:|Hello there
sample-7350|əlimdən uçurdum o xoş günləri.|Hello there
sample-7351|qudurğanlıq səndə həmişədən var.|Hello there
sample-7352|lotuluğun da bir üstəlik!|Hello there
sample-7353|lotu təkcə mən deyiləm, fərid qağa, zəmanəmizin özü lotuluq zəmanəsidi.|Hello there
sample-7354|onunla bacarmayanları küncə-bucağa atır, dəmir kimi paslandırır.|Hello there
sample-7355|bilirsən, nəyə güldüm?|Hello there
sample-7356|yadıma bizim o qaraqabaq professorumuz cəmil i̇manlının mənim haqqımda dediyi məşhur kəlam düşdü.|Hello there
sample-7357|onu sən də eşitmiş olardın.|Hello there
sample-7358|bütün institutumuza yayılmışdı o kəlam.|Hello there
sample-7359|“sən lotuluğunla dünyanı yorub yola salacaqsan!|Hello there
sample-7360|” bunu deyirsən?|Hello there
sample-7361|hə, elə onu!|Hello there
sample-7362|əfsun başını qürrəli-qürrəli dikəltdi.|Hello there
sample-7363|düz sözə zaval yoxdur, balam.|Hello there
sample-7364|kişi uzağı görürmüş.|Hello there
sample-7365|sən isə o cürə təmiz, büllur kimi saf, həqiqi alimi vicdansızcasına şərlədin.|Hello there
sample-7366|guya o da tələbələrə rüşvətlə qiymət yazırmış.|Hello there
sample-7367|hardan bilirsən bunu?|Hello there
sample-7368|o vaxt bütün institut danışırdı.|Hello there
sample-7369|həbsxanada kişinin üzünə durubsan.|Hello there
sample-7370|heç xəcalət çəkirsən?|Hello there
sample-7371|əfsunun üzü kölgələndi, mis rəngi aldı.|Hello there
sample-7372|amma bu xəcalətdən deyildi.|Hello there
sample-7373|dərindən nəfəsini dərib, qırıq-qırıq:|Hello there
sample-7374|o qəliz əhvalatdı, dedi.|Hello there
sample-7375|çox su aparan xəmirdi.|Hello there
sample-7376|ürəyim sıxıldı.|Hello there
sample-7377|qoy gedim çöldə havamı dəyişim, qayıdıb hər şeyi olduğu kimi danışacam.|Hello there
sample-7378|fərid acı-acı gülümsədi:|Hello there
sample-7379|get, növbəti yalanını fikirləş!|Hello there
sample-7380|11.|on bir.
sample-7381|əfsun çöldə ləngimədi.|Hello there
sample-7382|aradan heç on dəqiqə keçməmiş qolları qoynunda, titrəyə-titrəyə özünü içəri saldı.|Hello there
sample-7383|yüyürüb çadırın tən ortasında qoyulmuş qaz sobasının böyründə domuşdu.|Hello there
sample-7384|əllərini hovxura-hovxura deyindi:|Hello there
sample-7385|bayır yamanca soyuqdu, balam.|Hello there
sample-7386|adamı qılınc kimi kəsir.|Hello there
sample-7387|baxırsan, göyün üzü tər-təmizdi, bir çəngə də bulud-filan yoxdu.|Hello there
sample-7388|di gəl ki, sazaq bədənə vicvicə salır.|Hello there
sample-7389|sağ olsunlar bu qaz sobasını gətirib bura quraşdıranlar.|Hello there
sample-7390|ağıllı iş görüblər, yoxsa soyuq iliyimizi dondurardı.|Hello there
sample-7391|fərid dillənmədi.|Hello there
sample-7392|əfsun canı qızandan sonra şuxlandı.|Hello there
sample-7393|boğazını arıdıb, təzə məzəyə başladı:|Hello there
sample-7394|heç bilirsən, xəyalımdan nə dolandı?|Hello there
sample-7395|i̇lin fəsilləri haqqında müdrik xalq deyimi:|Hello there
sample-7396|hə, necədi sənin üçün?|Hello there
sample-7397|bu yazıqca, soyuqdan bürüşmüş halımızda gözəl bir qız qoynunda xumarlanmaq əla olardı, hı?|Hello there
sample-7398|fərid üz-gözünü qırışdırdı.|Hello there
sample-7399|onu özündən soruş!|Hello there
sample-7400|sənsən elə şeyin xiridarı.|Hello there
sample-7401|düz deyirsən, xiridarı idim.|Hello there
sample-7402|əfsun boynunu bükdü.|Hello there
sample-7403|amma indi əlim daş altındadı.|Hello there
sample-7404|ovu bol ovlaqda silahsız ovçu günündəyəm.|Hello there
sample-7405|sənə yazığım gəlir!|Hello there
sample-7406|elə yazıq gəlinəsi haldayam.|Hello there
sample-7407|əfsun fəridin kinayəsinə doğru yozum verdi.|Hello there
sample-7408|ancaq ümidsizliyə dəyməz.|Hello there
sample-7409|təzə gözaltım var.|Hello there
sample-7410|evində qaldığım qoca arvadın nəvəsi könlümə yaman yatıb.|Hello there
sample-7411|canalan, sütülcə bir qızdı.|Hello there
sample-7412|qonaqlığın özünə qalsın!|Hello there
sample-7413|fərid kinayəsini gerçəklətdi:|Hello there
sample-7414|– sənin üzündə şeytan tükü var.|Hello there
sample-7415|bunu sənə tələbəlik vaxtı da demişəm.|Hello there
sample-7416|ürəklərə asanca girirsən.|Hello there
sample-7417|o yazıq qızı da toruna salacağına şübhəm yoxdur.|Hello there
sample-7418|əfsun nəşələndi.|Hello there
sample-7419|sobanın böyründən qalxıb, xeyli qırağa çəkildi (canı qızmışdı).|Hello there
sample-7420|fəriddən acıq çıxdı:|Hello there
sample-7421|o sözü mənə təkcə sən deməyibsən, çoxlarından eşitmişəm.|Hello there
sample-7422|hələ bir kitabda da oxumuşam ki, gözəllik uğrunda iblis allahla mübarizədədi.|Hello there
sample-7423|onların döyüş yeri isə insanların ürəkləridi.|Hello there
sample-7424|i̇blisi də ulu allah yaradıb!|Hello there
sample-7425|doğrudur.|Hello there
sample-7426|ancaq burası çox qəribədi ki, mübarizədə yaradılan yaradana çox hallarda üstün gəlir.|Hello there
sample-7427|ona görə ki, insan qəlbində şərə, böhtana, bədxahlığa yer çoxdur.|Hello there
sample-7428|i̇blis o yer çoxluğundan bəhrələnir.|Hello there
sample-7429|bəhrələnməyə də hünər və istedad lazımdı, qadası!|Hello there
sample-7430|i̇blis ulu tanrının yaratdığı məxluqatın ən bacarıqlısı, ən istedadlısıdı.|Hello there
sample-7431|pula hərislik, hər şeyi ona qurban verməklik də şey tan əməlidi?|Hello there
sample-7432|şübhəsiz!|Hello there
sample-7433|əfsun cırnaqsız razılaşdı.|Hello there
sample-7434|pul gözəllər gözəlidi.|Hello there
sample-7435|ona pərəstiş etməmək mümkünsüzdü.|Hello there
sample-7436|kimin ki, karlıca pulu mövcuddu, dünya nazi-neməti onundu, heç nəyə tamarzı qalmır.|Hello there
sample-7437|kef-damaqla yaşayır.|Hello there
sample-7438|kimin də ki, cibi boşdu, ayaqlarını uzadıb ölməyi məsləhətdi.|Hello there
sample-7439|umsuna-umsuna yaşamağın mənası nədi?|Hello there
sample-7440|pula aludəlik adama xoşbəxtlik gətirmir!|Hello there
sample-7441|pula umsuqluq isə ən böyük bədbəxtlikdi!|Hello there
sample-7442|pul bütün dövrlərdə hakim olub.|Hello there
sample-7443|“siyasi iqtisad” dərsindən öyrəndiklərimiz yadından nə tez çıxıb?|Hello there
sample-7444|həyatda hər şey satılır və alınır.|Hello there
sample-7445|satılmayan, heç nə ilə alına bilməyən nəsnələr də mövcuddur!|Hello there
sample-7446|məsələn?|Hello there
sample-7447|namus, qeyrət, vicdan, məslək, nəcabət!|Hello there
sample-7448|yanılırsan.|Hello there
sample-7449|əfsun ağzını büzüb, dodaqlarını nırçıldatdı.|Hello there
sample-7450|– sənin sadaladığın o mənəvi dəyərlərin də öz bazarı var.|Hello there
sample-7451|o bazar kütlə gözündən gizlin bazardır.|Hello there
sample-7452|vəzifə, rütbə, şöhrət və sairə pərdə arxasında satılır da, alınır da.|Hello there
sample-7453|o bazar alçaqlıq alğı-satqısıdı!|Hello there
sample-7454|onun alıcıları yaltaqlar, məddahlar, gün-görməzi öpənlərdi.|Hello there
sample-7455|elə səni kimilərdi!|Hello there
sample-7456|əfsun özünü sındırmadı.|Hello there
sample-7457|araya bir də şuxluq qatdı:|Hello there
sample-7458|gorun çatdasın, baba!|Hello there
sample-7459|nəvəni gör kim və nədə qınayır?|Hello there
sample-7460|fərid kəskin tərzdə yarımçıq söhbətə qayıtdı:|Hello there
sample-7461|keçək professorun məsələsinə!|Hello there
sample-7462|əfsun zıqqıdı:|Hello there
sample-7463|vallah, çətinlik çəkirəm.|Hello there
sample-7464|üstündən beş il ötüb.|Hello there
sample-7465|fərid təkid etdi:|Hello there
sample-7466|təmiz etiraf kişilikdəndi!|Hello there
sample-7467|az-çox kişiliyin çatırsa, qəbahətini boynuna al.|Hello there
sample-7468|hamıya gün kimi aydındı ki, o professor rüşvətin nə olduğunu, necə alındığını bilmirdi.|Hello there
sample-7469|onu heç təsəvvürünə də gətirmirdi.|Hello there
sample-7470|mən özüm də onun tələbəsiyəm.|Hello there
sample-7471|lal olub kiriyirsən!|Hello there
sample-7472|çünki çirkin hərəkətinə bəraətin yoxdu.|Hello there
sample-7473|fərid ikrahlıqla üzünü yana çevirdi.|Hello there
sample-7474|o cürə böyük alimini, hər cəhətdən nəfsi tox, vicdan mücəssəməsi olan yüksək bir insanın həyatına sən zəhər qatdın.|Hello there
sample-7475|sənin abırsız böhtanın ucbatından o mələk xislətli adam üç ay həbs-  xanaya salındı.|Hello there
sample-7476|əsaslı bir dəlil-sübut tapmadıqlarına görə, məcburi bəraət verdilər.|Hello there
sample-7477|ancaq professorluğunu, kafedra müdirliyini haqsız yerə əlindən aldılar.|Hello there
sample-7478|i̇nstitutda adi müəllim işləməsinə də qadağa qoydular.|Hello there
sample-7479|məişət çətinlikləri, mənəvi sıxıntılar məngənəsində ürəyini üzdülər.|Hello there
sample-7480|elmi fəaliyyətdən uzaqlaşdırdılar.|Hello there
sample-7481|əyin-başı, irz-irəngi çox pis hallara düşdü.|Hello there
sample-7482|görəndə adamın ürəyi ağrıdı.|Hello there
sample-7483|gizlətsən də hamıya məlumdu.|Hello there
sample-7484|əfsun haldan-hala düşdü.|Hello there
sample-7485|qaraşın sifəti bir az da qaraldı.|Hello there
sample-7486|dərdimin odunu közərtdin, fərid!|Hello there
sample-7487|deyib, var-gələ başladı.|Hello there
sample-7488|başıma gətirilənlərdən xəbərin yoxdur.|Hello there
sample-7489|onları bilsən, məni bu qədər qınamazsan.|Hello there
sample-7490|fərid lağla soruşdu.|Hello there
sample-7491|döyülmək, qabırğaları sındırılmaq onların yanında toya getməlidi!|Hello there
sample-7492|sən o əzabları heç ağlına da gətirə bilməzsən.|Hello there
sample-7493|xatırlayanda tüklərim biz-biz durur, o dəhşətləri təzədən yaşayıram.|Hello there
sample-7494|amma başqa vaxtlar bol-bol öyünürsən.|Hello there
sample-7495|döşünə döyüb hünərdən, cəsarətdən dəm vurursan.|Hello there
sample-7496|ümumiyyətlə, deyəsən, mən sənin barəndə səhvə yol vermişəm.|Hello there
sample-7497|dəyişdiyini zənn eləyib, işə düzəlməyinə minnətçi oldum.|Hello there
sample-7498|sən elə köhnəki lotusan.|Hello there
sample-7499|əfsun təlaş keçirdi.|Hello there
sample-7500|fəridin zəndini yanılda bilməməsi onu təşvişə saldı.|Hello there
sample-7501|təzə qılığa girdi:|Hello there
sample-7502|ə, dost, yaxşılığını nə tez başıma qaxdın?|Hello there
sample-7503|i̇nan, etiqad elə mənə, tamam ayrı əfsunam.|Hello there
sample-7504|i̇ntəhası, keçmişlərə qayıtmaq istəmirəm.|Hello there
sample-7505|ürəyimi bulandırmaqdan çəkinirəm.|Hello there
sample-7506|fərid inadından dönmədi:|Hello there
sample-7507|mən isə həqiqəti çılpaqlığı ilə bilmək fikrindəyəm.|Hello there
sample-7508|səni dəqiq tanımaq istəyirəm.|Hello there
sample-7509|bunun yeganə yolu, təkrar deyirəm, səmimi etirafdı.|Hello there
sample-7510|əfsun əlacsız:|Hello there
sample-7511|necə başa salım səni?|Hello there
sample-7512|dedi.|Hello there
sample-7513|ora elə murdar, elə dəhşətli  bir dağılmışdı ki, demək istəmədiklərini bülbül kimi oxutdururlar.|Hello there
sample-7514|dilini malazandan çıxardıb, quzu təkin mələdə-mələdə dedizdirirlər.|Hello there
sample-7515|aydın oldu!|Hello there
sample-7516|deməli, öz canını qurtarmaq üçün özgəsini fənaya verdin.|Hello there
sample-7517|əfsun birdən cırnadı:|Hello there
sample-7518|neynək, indi ki, israr eləyirsən, danışıram!|Hello there
sample-7519|qaradan o yana rəng yoxdur.|Hello there
sample-7520|qulaqlarını geniş aç, eşit.|Hello there
sample-7521|o viranxanada dilimdən rəsmi iltizam almışdılar ki, heç vaxt, heç yerdə heç nə söyləməyim.|Hello there
sample-7522|qoy cəhənnəm olsunlar!|Hello there
sample-7523|ürəyimi boşaldacam sənə.|Hello there
sample-7524|bəlkə bir az yüngülləşdim…|Hello there
sample-7525|12.|on iki.
sample-7526|məni institutun həyətində, dərsarası tənəffüs vaxtı yaxaladılar.|Hello there
sample-7527|üç nəfər idilər.|Hello there
sample-7528|üçü də mülki geyimdəydilər.|Hello there
sample-7529|biri qabağımı kəsdi, o birilər sağ-solumu.|Hello there
sample-7530|cınqırımı çıxartmadım.|Hello there
sample-7531|məsələdən duyuq düşmüşdüm.|Hello there
sample-7532|neyləsəm də faydası yox idi, caynaqlarından qopa bilməyəcəkdim.|Hello there
sample-7533|təslim oldum.|Hello there
sample-7534|huşum keyləşmişdi, köməyə çağıracaq səlahiyyətli adam da ağlıma gəlmədi.|Hello there
sample-7535|çaşqınlıq yaddaşı kütləşdirir.|Hello there
sample-7536|qara rəngli maşına basdılar.|Hello there
sample-7537|təhlükəsizlik işçilərindən biri (bu yəqin ki, böyükləri idi) qabaqda, sürücünün yanında oturdu.|Hello there
sample-7538|o birilər arxa oturacaqda məni ortaya aldılar.|Hello there
sample-7539|i̇darəyə çatana qədər mənimlə bir kəlmə kəsmədilər.|Hello there
sample-7540|aydın idi ki, qara maşın məni qara uğura aparır.|Hello there
sample-7541|fərid dilini dinc saxlamadı:|Hello there
sample-7542|o qara uğuru özün qazanmışdın, özgələrində günah görmə!|Hello there
sample-7543|əfsun atmacaya darıldı:|Hello there
sample-7544|sözümü kəsmə!|Hello there
sample-7545|əgər hər şeyi ətraflı bilmək istəyirsənsə, imkan ver, təfsilatıynan danışım.|Hello there
sample-7546|onsuz da əzab çəkirəm, əziyyətlərim gözümün qabağında canlanır, ürəyim üzülür.|Hello there
sample-7547|yaxşı, mən susdum.|Hello there
sample-7548|fərid kənara çəkildi.|Hello there
sample-7549|qollarını qoynunda çarpazlayıb diqqət kəsildi.|Hello there
sample-7550|gopla gəlsin!|Hello there
sample-7551|əfsun ciyərlərində hava çatışmırmış kimi, ağzını göyə açdı, iki-üç dəfə geniş-geniş nəfəs alıb, aramla davam etdi:|Hello there
sample-7552|çaşqın, dolaşıq fikirlərdən ayıldım.|Hello there
sample-7553|maşından məni kobudluqla düşürdülər.|Hello there
sample-7554|qarşıdakı binanın ağır zəhmi bağrımı yardı.|Hello there
sample-7555|cod daşlı pillələrlə aparıb alaqaranlıq, buzxana bir otağa saldılar.|Hello there
sample-7556|ona otaq demək olmazdı, gorxana adlandırmaq uyğundu.|Hello there
sample-7557|dəmir qapısını şaqq-şaraqla örtüb, çöl tərəfdən qıfılladılar.|Hello there
sample-7558|vahimədən ödümü uddum.|Hello there
sample-7559|bu gorxanadan qurtuluşa ümidim qalmadı.|Hello there
sample-7560|dizlərim öz-özünə büküldü, sement döşəməyə arxası üstə sərildim.|Hello there
sample-7561|ağlım başımdan burda tamam uçmuşdu.|Hello there
sample-7562|yarıyuxulu, yarıhuşsuz vəziyyətdəydim.|Hello there
sample-7563|xeyli süst, hərəkətsiz qaldım.|Hello there
sample-7564|birdən-birə bərk üşürgələndim.|Hello there
sample-7565|alnımda küt ağrılar peyda oldu.|Hello there
sample-7566|gicgahlarım dayanmadan sancdı.|Hello there
sample-7567|kürəklərimin ortası buzladı.|Hello there
sample-7568|təsəvvür elə, iyul ayının ortaları ola, bayırda bürkü can sıxa, burda isə qışın oğlan çağının sərt soyuğu!|Hello there
sample-7569|gecdən-gec özümdə güc tapıb dikəldim.|Hello there
sample-7570|ovcumu ovcuma sürtə-sürtə, ora-buramı ovuşdura-ovuşdura, gah alnıma, gah gicgahlarıma əl gəzdirə-gəzdirə oturdum.|Hello there
sample-7571|qəribədir ki, göz qapaqlarım da zindan ağırlığındaydı.|Hello there
sample-7572|gilələrimə iynə-sancaq batırılırdı.|Hello there
sample-7573|çox çətinliklə araladım.|Hello there
sample-7574|ciddi-cəhdlə otaqcanın içinə boylandım.|Hello there
sample-7575|qapının əlyetər-yetməzində isə kiçik nəfəslik.|Hello there
sample-7576|sonradan bildim ki, dustağa su və acından ölməmək üçün zəqqutun yemək oradan verilir.|Hello there
sample-7577|yarıq bağrım bir daha yarıldı.|Hello there
sample-7578|vallah-billah, adam dəli olmaq dərəcəsinə gəlirdi.|Hello there
sample-7579|hansı günahıma görə bu it əzabını verirlər?|Hello there
sample-7580|beynim heç nə düşünmək qabiliyyətində deyildi, içində yel əsirdi.|Hello there
sample-7581|nə başını ağrıdım, o gorxanada ilk gecəni heç çimir də eləyə bilmədim.|Hello there
sample-7582|səhəri necə dəhşət içində açdığım təkcə allaha agahdı.|Hello there
sample-7583|tam bir sutka özümdə olmadım.|Hello there
sample-7584|aclığım, susuzluğum da yadıma düşmürdü.|Hello there
sample-7585|sanki bütün hisslərim, duyğularım ölmüşdü.|Hello there
sample-7586|bu müddət ərzində yanıma gəlib, bir kəlmə nəsə soruşmadılar.|Hello there
sample-7587|o biri sutka da yada salınmadım.|Hello there
sample-7588|yəqin ki, bu, onların cəza  üsullarındandı.|Hello there
sample-7589|nəfəslik yerinə gətirib his-paslı dolçada su qoydular, vəssalam.|Hello there
sample-7590|əl boyda quruca çörəyi də mənə qıymadılar.|Hello there
sample-7591|üçüncü gün acından ürəyim doğram-doğram doğrandı.|Hello there
sample-7592|mədəm tez-tez sancdı.|Hello there
sample-7593|boş bağırsaqlarımın qurultusu qulaqlarımı batırdı.|Hello there
sample-7594|təsəvvürünə gətir, həmişə kef-damaq sürmüş, ləziz xörəklər yeməyə öyrəşmiş adam nə kökə düşər?|Hello there
sample-7595|cındır ədyala bürünüb, qarnımı qucaqlayıb uşaq təkin ağladım.|Hello there
sample-7596|susuzluq da bir yandan amanımı qırmışdı.|Hello there
sample-7597|dilim ağzımda qaxaca dönmüşdü.|Hello there
sample-7598|dodaqlarım qımıldanmırdı.|Hello there
sample-7599|qışqırmaq, haray-həşir salmaq istəyirdim, alınmırdı.|Hello there
