sample-8763|beyni kütləşmişdi.
sample-8764|bütün varlığına bircə şey hakim idi:
sample-8765|arzusuna qovuşmaq, vəssalam!
sample-8766|asta-asta sivişib içəri girhagirdə, qumaş arvad yatağında qımıldandı.
sample-8767|kirpiklərini xıppıldadıb, göz qapaqlarını azacıq qaldırdı, yuxulu-yuxulu soruşdu:
sample-8768|nə axtarırsan, a bala?
sample-8769|əfsuna sanki qəfil və zorba şillə vuruldu.
sample-8770|diksinib dumanlı hisslərdən ayıldı.
sample-8771|qumaş arvadı ürəyində kinli-kinli söydü:
sample-8772|“canına dərd, boğazına boğma axtarıram!
sample-8773|gərək elə hər şeyi biləsən?
sample-8774|adicə pıçıltını, hənirtini də eşidirsən.
sample-8775|haçan lal-kar olacaqsan, canımız qurtarsın səndən?
sample-8776|” qumaş arvad təkrar, həm də açıq narazılıqla xəbər aldı:
sample-8777|eşitmədinmi, a bala, sənnənəm!
sample-8778|nə vurnuxursan buralarda?
sample-8779|əfsun kor-peşiman dala qayıtdı.
sample-8780|susamışam, nənə.
sample-8781|dilim-ağzım quruyub, səndən içməli su yerini öyrənmək istəyirdim.
sample-8782|saxlancında mineral su ola bəlkə?
sample-8783|mədəmdə nasazlıq var.
sample-8784|qumaş arvad acıqlı dilləndi:
sample-8785|get, mətbəxin işığını yandır, soyuducunun alt gözünə bax.
sample-8786|orda bir şüşə “badamlı” olmalıdı.
sample-8787|amba innən belə yanına su qoy, yatanları nayrahat eləmə!
sample-8788|bildim, nənə.
sample-8789|əfsun mətbəxə adladı.
sample-8790|deyilən yerdən “badamlı”nı götürdü.
sample-8791|qapağını açıb stəkansız-filansız başına çəkdi.
sample-8792|sən demə, ciyəri doğrudan yanırmış, özündən xəbəri yoxmuş.
sample-8793|butulkanı yarıya qədər soğdu.
sample-8794|bir azdan soyuq su içini üşütdü.
sample-8795|təkcə ciyər yanğısını deyil, şəhvət ehtirasını da söndürdü.
sample-8796|ağlını başına yığdı.
sample-8797|həlim, ipək xasiyyət qumaş arvadı heç nəsiz hirsləndirmişdi.
sample-8798|qıza toxunsa, gör nə həngamə qopardı!
sample-8799|bürüşə-bürüşə otağına döndü.
sample-8800|tələsik soyunub yatağına girdi.
sample-8801|acı təəssüf gözlərini bir müddət açıq qoydu.
sample-8802|on səkkiz.
sample-8803|səhər tezdən hay-küyə oyandı.
sample-8804|nəvə ilə nənə höcətləşirdilər.
sample-8805|qalmaqal yemək üstündəydi.
sample-8806|məktəbə gedən tamaşa ağzına bir tikə çörək almaqdan imtina edirdi, iştahasızlığını bəhanə gətirirdi.
sample-8807|nənə isə onu ac-susuz yola salmaq istəmirdi.
sample-8808|nəhayətdə nənə nəvəsini üstələdi.
sample-8809|əfsun çarpayıdan xüsusi çevikliklə düşüb, paltarlarını tələm-tələsik geyindi.
sample-8810|tamaşa çay içən müddətdə əl-üzünü yuyub, qurulandı.
sample-8811|evdən tamaşa ilə birlikdə çıxmaq, gecə baş tutmamış məqsədinə gündüz çatmaq, qızı elə yoldaca qılıqlayıb aranı açmaq xəyalında idi.
sample-8812|lakin qumaş arvadı şübhələndirməmək üçün bir qədər ləngiməli oldu.
sample-8813|otağında qurdalanıb, özünü məşğul göstərdi.
sample-8814|tamaşanın məktəbə gedən yoluna bələd idi.
sample-8815|bunu əvvəldən, xəlvəti öyrənmişdi.
sample-8816|durna xanımla ilk yaxınlaşma təcrübəsinin burda da işinə yarayacağına arxayın idi.
sample-8817|astanaya yönələndə qumaş arvad qənşərində dirək kimi durdu.
sample-8818|hara tələsirsən?
sample-8819|yeməyin süfrədə hazırdı.
sample-8820|əfsun sivişə-sivişə:
sample-8821|ona macalım yoxdu, nənəcan.
sample-8822|yemək yadıma düşmür.
sample-8823|çox vacib işim var, deyib aradan çıxdı.
sample-8824|qumaş arvad deyindi:
sample-8825|tələsən təndirə düşür, bala.
sample-8826|canın qeydinə cavannıxdan qalmax lazımdı.
sample-8827|sonram gec olur, azar-bezar tapır.
sample-8828|axşam özün deyirdin ki, mədən incidir səni.
sample-8829|əfsun cavab vermədi.
sample-8830|özünü qıza yetirmək üçün kəsə yol seçdi.
sample-8831|hündür binaların böyür-bucağından şıdırğı keçərək, getgəlsiz bir döngədə qızı haqladı.
sample-8832|tövşüyə-tövşüyə:
sample-8833|yaman yeyin gedirsən, dedi.
sample-8834|dalından zorla çatdım.
sample-8835|tamaşa hürkdü.
sample-8836|ona çəp-çəp, narazı-narazı baxıb üzünü yana tutdu, addımlarını bir az da yeyinlətdi.
sample-8837|əfsun dala qalmadı.
sample-8838|qızın gah sağ, gah da sol böyrünə keçərək, ovsunlu dilini yağlayıb işə saldı:
sample-8839|tamaşa, əzizim, hürkmə məndən, bir hovurluğa ayaq saxla.
sample-8840|ürək sözüm var sənə.
sample-8841|xahiş eləyirəm onu dinlə.
sample-8842|tamaşa əylənmədi.
sample-8843|heç dinmədi də.
sample-8844|əfsun qır-saqqız olub, ondan qopmadı.
sample-8845|sən mənim hədsiz-hüdudsuz dərəcədə xoşuma gəlirsən, sevirəm səni.
sample-8846|açıq-aşkar eşq dəlisiyəm.
sample-8847|i̇cazə versən, pərvanən olub gündə yüz yol başına fırlanaram.
sample-8848|əziyyət çəkib yeriməyinə qıymaram, hara getsən, qollarım üstündə apararam.
sample-8849|çiyinlərimə mindirib dünyanı gəzdirərəm.
sample-8850|heç vaxt yoruldum demərəm.
sample-8851|çünki səninlə nəfəs alıram.
sample-8852|sən mənə öz canım qədər, hələ ondan da qiymətlisən.
sample-8853|tamaşa əlləri ilə qulaqlarını qapayıb yürüməyə başladı.
sample-8854|əfsun özü ilə bərabər dilini də yüyürtdü:
sample-8855|ancaq sən mənimlə olduqca amansız davranırsan, adam yerinə qoymursan.
sample-8856|salam verirəm, salamımı almırsan.
sample-8857|qəlbimin istəyi ilə gül-çiçək hədiyyəsi gətirirəm, götürmürsən, hirslə yerə atırsan.
sample-8858|ha çalışıram mənə mərhəmətini əsirgəməyəsən, bir xoş üz göstərəsən, ipə-sapa heç cürə yatmırsan.
sample-8859|i̇ndi də budur, ürəyimin qanına bələyib söz deyirəm, sənə könül açıram, yenə həmən etinasızlığı göstərirsən.
sample-8860|sinəmə dağ üstündən dağ çəkirsən.
sample-8861|tamaşa bir kəlmə dinmədi.
sample-8862|üzünü ondan gizlədib, yolunu dəyişdi, ayrı səmtə buruldu.
sample-8863|yaxasını zəhləsi gedən bu qır-saqqız oğlandan bacardıqca tez xilasa çalışdı.
sample-8864|əfsunun səbri tükəndi, zor işlətdi, qızın qolundan yapışıb əylədi.
sample-8865|təkidlə cavab istədi:
sample-8866|yox, belə olmayacaq!
sample-8867|dillən, bir söz de.
sample-8868|daha dözü müm qalmayıb.
sample-8869|tamaşa bərk dartındı.
sample-8870|uşaqcasına ağlamsınıb çımxırdı:
sample-8871|burax qolumu!
sample-8872|əl çək məndən!
sample-8873|əfsun inadla yırğalandı.
sample-8874|əl çəkməyəcəm.
sample-8875|sən mənim olmalısan!
sample-8876|tamaşa hirsindən tövşüdü.
sample-8877|bütün gücünü toplayıb qolunu əfsunun pəncəsindən çıxartdı.
sample-8878|canavar ağzından qurtulmuş ceyran kimi hoppana-hoppana qaçdı.
sample-8879|əfsun iki-üç sıçrayışla onu bir də yaxaladı.
sample-8880|qollarını yana açıb höcətlə yolu kəsdi:
sample-8881|yol bağlıdı!
sample-8882|heç vaxt açılmayacaq!
sample-8883|bircə çarəsi var:
sample-8884|ya mənə “hə” de, ya da öldür, meyidimin üstündən keç!
sample-8885|tamaşa göz yaşı içində bir də çımxırdı:
sample-8886|i̇ncitmə məni, kənara dur!
sample-8887|əfsun ayaqlarını aralayıb, möhkəm dayandı.
sample-8888|mən səni qətiyyən incitmərəm.
sample-8889|əzizləyib, gözlərimin üstündə bəsləyərəm.
sample-8890|qəlbimin səsinə hay ver.
sample-8891|bu qədər zülm olmaz!
sample-8892|tamaşa əlacsızlıqdan hönkürdü:
sample-8893|çəkil yolumdan!
sample-8894|əfsun güzəştə getmədi:
sample-8895|sən dərsə gecikirsən, mən də işə.
sample-8896|sualıma cavab almayınca semafor açılmayacaq.
sample-8897|tamaşa qıcanmış dişləri arasından onu söydü, qarğadı:
sample-8898|əclaf!
sample-8899|i̇t balası!
sample-8900|allah öldürsün səni!
sample-8901|əfsun arsızlığa saldı:
sample-8902|mən əclaf deyiləm, sənin vurğununam!
sample-8903|tamaşa hövüllə irəli-geri boylanıb qışqırdı:
sample-8904|əfsun qürur, qürrə ilə qımışdı.
sample-8905|nifrət eləmək yox, sevmək lazımdı məni.
sample-8906|mən pullu oğlanam.
sample-8907|kasıbçılıq daşını atmışam.
sample-8908|çox imkanlıyam.
sample-8909|səni yağ içində böyrək təkin bəsləyəcəm.
sample-8910|heç nədən korluq-darlıq çəkməyə qoymayacam.
sample-8911|i̇stəsən, bu pulların özündən sənə don da tikdirərəm.
sample-8912|tamaşa məktəb çantasını çiynindən endirib, sağ əlində əsəbiəsəbi yelləndirdi.
sample-8913|apar o donu əzizlərinə tikdir.
sample-8914|məni rahat qoy!
sample-8915|əfsun göz-qaş oynatdı.
sample-8916|mənim səndən əziz, səndən çox istədiyim bir kəsim yoxdur.
sample-8917|bunu səmimi bildirirəm.
sample-8918|tamaşa onu nənəsi ilə hədələdi:
sample-8919|nənəmə deyəcəm.
sample-8920|əfsun onun sözünü qəhqəhə ilə kəsdi:
sample-8921|nənəyə də canım qurban, sənə də!
sample-8922|razıyam, de.
sample-8923|nənən mənim tərəfimi saxlayacaq.
sample-8924|mən sənə pis söz demirəm, ürəyimi açıram.
sample-8925|tamaşa əlacsızlıqdan oğlanın üstünə cumdu.
sample-8926|hər iki əli ilə itələdi, yolundan kənarlaşdırmaq istədi.
sample-8927|əfsuna da elə bu lazım idi.
sample-8928|fürsəti ötürmədi.
sample-8929|bircə cəhdlə qollarını qızın belinə doladı, özünə möhkəm sıxdı.
sample-8930|təcrübəsi vardı.
sample-8931|“dəli ceyran”ları ram etmək qaydasını yaxşı bilirdi.
sample-8932|qızın yanaqlarından tələsə-tələsə öpdü.
sample-8933|tamaşa bir həmlə ilə ram edilən “dəli ceyran”lara bənzəmədi, təslim olmadı.
sample-8934|haray-həşirlə müqavimət göstərdi.
sample-8935|ayrı şeyə gücü çatmayıb, cırnaqlarını işə saldı.
sample-8936|ucları iti dırnaqlarını əfsunun üzünə sancdı.
sample-8937|bir neçə yerini möhkəm cızdı.
sample-8938|əfsun üzündəki ağrı və sızıltılara dözməyib qollarını boşaltmalı oldu.
sample-8939|qız dərhal geri çəkildi.
sample-8940|hirsindən hönkürə-hönkürə əfsundan acığını çantası ilə çıxdı.
sample-8941|əfsun qızdan belə hünərli intiqamçılıq gözləmədiyindən mat qalmışdı.
sample-8942|bir müddət süst, hərəkətsiz dayandı.
sample-8943|özünə gələndə, tamaşanı uzaqda, şagirdlər arasında görüb, təpiyini torpağa çırpdı.
sample-8944|yanıb yaxıla-yaxıla ona barmaq silkələdi:
sample-8945|qoy bu da borc olsun mənə, ərköyün qız!
sample-8946|səndən elə əvəz çıxım ki, dadı damağından getməsin.
sample-8947|mənim torumdan hələ heç kəs qurtarmağı bacarmayıb.
sample-8948|elə bu gecə səni özümünkü eləyəcəm!
sample-8949|deyinə-deyinə cibindən yaylığını götürdü.
sample-8950|qatını açıb üzünə sərdi.
sample-8951|göynəyən cırmaq izlərini ehmallıqla sildi.
sample-8952|yaylıq qana bələndi, göynərtilər şiddətləndi.
sample-8953|qızı hündürdən asıb-kəsdi:
sample-8954|cırnaqların andırına dönsün!
sample-8955|tikan yaraları kimi yerləri zoqquldayır.
sample-8956|bu sir-sifətlə camaat içinə necə çıxacam?
sample-8957|i̇darə böyüklərinin gözlərinə nə cürə görünəcəm?
sample-8958|yaralar heç iki-üç günə də sağalmaz.
sample-8959|yaylığı tüpürcəkləri ilə yaşladı.
sample-8960|yara yerlərinə basdı.
sample-8961|laxtalanmış qan damlalarını ustufluqla təkrar sildi, yaylıqda qan izləri  bayaqkından az bilindi.
sample-8962|tamaşanın qarasınca bir də deyinib asfalt yola çıxdı.
sample-8963|əmanəti idarəyə çatdırmaq üçün taksi saxladı.
sample-8964|qumaş arvadgilin həyətinə sürdürdü.
sample-8965|qumaş arvad onun sifətini al-qanlı görüncə, vaysındı:
sample-8966|boy, boy, a bala, üz-gözün niyə bu haldadı?
sample-8967|kim səni belə yazıq günə qoyub?
sample-8968|əfsun bir istədi desin sənin ərköyün nəvən eləyib.
sample-8969|lakin dilini dişlədi, ağılkəsdirən yalan danışdı:
sample-8970|xəta məndən qıl yazdı, nənə.
sample-8971|gecədən gətirib evdə saxladığım o vacib kağız-kuğuzları idarəyə tez çatdırmaq üçün böyrümdən şütüyüb keçən taksi maşınını əyləməyə tələsdim.
sample-8972|yolkənarı kolların içindən keçəndə, şax-şəvəllərə üzümü cızdırdım.
sample-8973|sən bayaq düzcə demişdin, tələsən təndirə düşürmüş!
sample-8974|qumaş arvad qaşlarını alnına dartıb, astaraq başını buladı.
sample-8975|yaxşı qurtarıbsan, şax-şəvəl gözünə girməyib.
sample-8976|di tez ol, keç hamam otağına.
sample-8977|i̇sti suynan, sabınnan üzünü yaxşı-yaxşı yu, yaralanan yerlərə şax-şəvəldən mikrof keçər, səni azara salar.
sample-8978|əfsun hamam otağında güzgüyə baxdı.
sample-8979|üzü üç-dörd yerdən əməllicə şırımlanmışdı.
sample-8980|bərk ofuldandı.
sample-8981|bu ofultu yara ağrılarının yox, ürək dağının sədası idi.
sample-8982|on doqquz.
sample-8983|onun sifət dəyişikliyi idarədə də diqqəti çəkdi.
sample-8984|sorğu-suala tutdular.
sample-8985|əfsun heç kimə açıqlama vermədi.
sample-8986|belində pul şələsi ilə birbaşa şadmanlının kabinetinə yollandı.
sample-8987|qapını bekaraca tıqqıldadıb, ərklə içəri təpildi.
sample-8988|salam-əleyküm, şakir müəllim.
sample-8989|i̇cazə varmı bir dəqiqə vaxtınızı alım?
sample-8990|şakir şadmanlı başını fikirli-fikirli dikəltdi:
sample-8991|hə, sənsən?
sample-8992|desə də çöhrəsi dərhal kölgələndi.
sample-8993|– gətirdiyin nədir?
sample-8994|əfsun yükünü qapı küncündə belindən düşürüb qımışa-qımışa irəli yeridi.
sample-8995|puldu, şakir müəllim.
sample-8996|şadmanlı son dərəcə ehtiyatlandı.
sample-8997|haldan-hala düşdü.
sample-8998|həlim səsi rəsmiləşdi:
sample-8999|nə pul?
sample-9000|komitəmiz üçündü, şakir müəllim.
sample-9001|şadmanlı yeni həyəcan keçirdi.
sample-9002|tez-tez kirpik çaldı.
sample-9003|onu hardan və kim göndərib?
sample-9004|heç kim göndərməyib, şakir müəllim.
sample-9005|mən özüm gətirmişəm.
sample-9006|şadmanlının bənizi avazıdı.
sample-9007|qorxuya düşdü.
sample-9008|möcüzə danışma, zamanlı.
sample-9009|əfsun icazə almadan, altına stul çəkib ağır və arxayın əyləşdi.
sample-9010|şakir müəllim, deyəsən, unudubsunuz.
sample-9011|məni, axı, “dağüstü park”a komitəmizdən məsul nümayəndə göndərmisiniz.
sample-9012|orda hər şeyə nəzarətçi və cavabdehəm.
sample-9013|bu pullar da zəkat pullarıdı.
sample-9014|əhalinin azadlıq şəhidlərinin ailələrinə könüllü yardımıdı.
sample-9015|mənim xidmətim qeydiyyat aparmaqda, o halal xalq malını salamat və kəm-kəsirsiz gətirib idarəmizə çatdırmaqdadı.
sample-9016|şadmanlının irz-irəngi düzəldi.
sample-9017|belə söyləəə!
sample-9018|çox yaxşı, çox əcəb!
sample-9019|bizim xalq səxavətli xalqdı.
sample-9020|ölüsünə-dirisinə yeyə durandı… bəs sifətinə nə olub?
sample-9021|o nə yaralarıdı?
sample-9022|əfsun əlavə hörmət və etimad qazanmağa çalışdı:
sample-9023|döyüblər, şakir müəllim.
sample-9024|şadmanlı təzədən təşvişləndi:
sample-9025|döyüblər?
sample-9026|harda?
sample-9027|nə üstündə?
sample-9028|hadisə necə olub?
sample-9029|axşam “dağüstü park”dan pul torbası çiynimdə enəndə, xəlvət bir döngədə qabağımı kəsdilər.
sample-9030|i̇ki, ya üç nəfər idilər, qaranlıqda yaxşı seçə bilmədim.
sample-9031|qəfil cumdular üstümə, hərəsi bir yandan təpiklə, şillə və yumruqla çırpdılar məni.
sample-9032|pulu qamarlamaq istədilər.
sample-9033|yəqin ertədən pusqumda durublarmış.
sample-9034|bəs belə yüklə yola niyə tək çıxırdın?
sample-9035|bilmirdinmi şəhərdə oğru-əyri yox deyil?
sample-9036|bilirdim.
sample-9037|milisioner həyanlıq eləmədi bəs?
sample-9038|elədi, o, olmasaydı, meyidimi sərərdilər.
sample-9039|zırpı-zırpı oğlanlardı.
sample-9040|milisioner tapançasından atəş açdı.
sample-9041|şadmanlı təəssüfləndi:
sample-9042|yaramazlar!
sample-9043|atalarından bixəbər, küçə törəmələri!
sample-9044|cəmiyyətdə bir balaca nisbi boşluq, daxili çaxnaşma yaranan kimi, parazitlər baş qaldırırlar.
sample-9045|kökləri bir yolluq kəsilmir ki, kəsilmir!
sample-9046|pərpətöyün toxumudurlar da, şakir müəllim.
sample-9047|münbit şəraitdə tez cücərirlər!
sample-9048|şadmanlı torbaya göz yetirib ciddi maraqlandı:
sample-9049|məbləğ çoxmu böyükdü?
sample-9050|əfsun duruxdu.
sample-9051|hesabını apara bilməmişəm.
sample-9052|ona vaxtım olmayıb.
sample-9053|zənnimcə, bir neçə milyon var.
sample-9054|şadmanlı lap şadlandı.
sample-9055|halal olsun sənə, zamanlı!
sample-9056|etimadımızı lazımından artıq doğruldursan.
sample-9057|komitəmizə gör nə qədər xeyir, necə başucalığı gətirirsən!
sample-9058|i̇qtisadi vəziyyətimizin bu ağır durumunda “qaçqın-köçkünlər” fondumuza böyük köməklikdir.
sample-9059|çox sağ ol!
sample-9060|əfsun ədəblə ayağa qalxıb, baş əydi.
sample-9061|dəyməz, şakir müəllim.
sample-9062|bu etimadları doğrulda bilməyimdə şəxsən sizə minnətdaram.
sample-9063|çünki belə imkanı mənə siz yaratdınız.
sample-9064|siz olmasaydınız, kim bilir, indi haralarda səfil-səfil veyillənərdim.
sample-9065|o yaman hallara düşsəydim vətənimizə, cəmiyyətimizə belə xidmətləri etməyi bacarmazdım.
sample-9066|odur ki, az-çox elədiklərim sizin sayənizdədir.
sample-9067|şakir şadmanlı xoş sözləri səmimi qəbul etdi.
sample-9068|əfsunun üz cızıqlarına məhrəm nəzər saldı.
sample-9069|yaraların çox incidirsə, həkimimizi çağırtdırım, dava-dərman eləsin.
sample-9070|əfsun təşəkkür bildirdi:
sample-9071|narahat olmayın.
sample-9072|daha qorxusu yoxdu.
sample-9073|şadmanlı başqa narahatlığına da aydınlıq istədi:
sample-9074|sənin bu hərəkətin, təkrar eləyirəm, yüksək təqdirə layiqdi.
sample-9075|hamıya nümunədi.
sample-9076|bir şey mənə qaranlıqdı.
sample-9077|axı, belə işlərlə məşğul olan şöbə mövcuddur.
sample-9078|savadlı finansistlərimiz var.
sample-9079|əfsun bir an belə fikirləşmədi.
sample-9080|gülümsünə-gülümsünə cavab verdi:
sample-9081|bunun da səbəbi bayaq dediklərimdi, şakir müəllim.
sample-9082|bizim idarədə ən çox ürək qızdırdığım, inandığım şəxs sizsiniz.
sample-9083|mənim kumirim, himayədarım olmaqla yanaşı, böyük yazıçısınız.
sample-9084|heç nədə tamahı olmayan insansınız.
sample-9085|komitəmizin sədri, çox hörmətli məsim müslümoviç də, duyuram ki, hamıdan artıq sizə bel bağlayır.
sample-9086|i̇stədim ki, məsələdən sizin xəbəriniz olsun, öz gözünüzlə görəsiniz.
sample-9087|komitəmizin adamlarını hələ yaxşı tanımıram.
sample-9088|birdən nə olar, nə keçər, üzüqara qalaram.
sample-9089|döyülməyim, sir-sifətimin biabırçı hala salınması mənə havayı dərd olar.
sample-9090|düz hərəkətdi, zamanlı.
sample-9091|ağıllı oğlansan, deyib daxili telefonla baş mühasibi yanına çağırdı.
sample-9092|mühasib aradan bir az keçmiş hüzurda müntəzir dayandı.
sample-9093|sizi eşidirəm, şakir şahvələdoviç.
sample-9094|şadmanlı barmağını fəxarətlə irəli qapı küncündəki kağız torbaya uzatdı.
sample-9095|bax, o kisənin içindəkilər könüllü xalq yardımıdı.
sample-9096|yəni böyük məbləğdə puldur.
sample-9097|fondumuz üçün qiymətli sərmayədi.
sample-9098|cibi dolu, maddi imkanları bitib-tükənməsin səxavətli millətimizin.
sample-9099|dövlətimizdən heç nəyini əsirgəmir.
sample-9100|hökumətinin keşiyində mərd durur.
sample-9101|onun həmişəyaşarlığı uğrunda, yeri gələndə madar oğullarından, qeyrətli qızlarından keçir.
sample-9102|bu xalq həm də dərdi, faciəni dəyanətlə qarşılamağı bacarır.
sample-9103|təcavüzlər qabağında sınmır, əzilmir.
sample-9104|qəddini tarixin bütün zamanlarında şax tutub.
sample-9105|yadelli qəsbkarlara ağla-sıtqa ilə təslim olmayıb.
sample-9106|necə sev-  məyəsən, vurğunu olmayasan belə xalqın?
sample-9107|baş mühasiblə əfsun bir ağızdan hay basdılar:
sample-9108|vurğun olmamaq mümkünsüzdür!
sample-9109|şadmanlı, şad-şad əlavə etdi:
sample-9110|bəli, doğru deyirsiz, mümkünsüzdür!
sample-9111|və mən zamanlıya xüsusi razılığımı çatdırıram.
sample-9112|üzü ağ olsun, əziyyətə qatlaşıb.
sample-9113|quldurlar, qabaqkəsən zibilçələr tərəfindən döyülsə də, ciddi zərbələr alsa da, böyük fədakarlıq göstərib.
sample-9114|xalq yardımını tələfatsız-filansız komitəmizə çatdırıb.
sample-9115|fondumuzu bir qədər də zənginləşdirib.
sample-9116|hə, nə isə, götürün o əmanəti aparın, maliyyə şöbəsinin iştirakı ilə sayın, rəsmi qaydada təhvil-təslim edib, sənədləşdirin.
sample-9117|bu sənəd nə vaxtsa lazım ola bilər.
sample-9118|baş mühasiblə əfsun pul torbasını köməkli götürüb gedəndə, şadmanlı onlara iftixarla eşitdirdi:
sample-9119|məsim müslümoviçə bu barədə necə lazımdı məruzə edəcəm.
sample-9120|fondumuza xalq tərəfindən könüllü kömək çox mühüm faktordur.
sample-9121|millətimizin sovet quruluşuna hüdudsuz sevgisinin rəmzidi.
sample-9122|şübhəm yoxdur ki, məsim müslümoviç bundan əlahiddə məmnunluq duyacaq.
sample-9123|bizim sədr tütyə rəhbərlərdəndir.
sample-9124|özü yanımızda deyil, allahı yanımızdadı.
sample-9125|üstümüzdən əskik olmasın!
sample-9126|iyirmi.
sample-9127|təhvil-təslim uzun çəkdi.
sample-9128|əfsun yoruldu, işin gerisini baş mühasibin öhdəsinə atıb, nahar fasiləsinə yollandı.
sample-9129|nəyinə gərəkdi kağız-kuğuzla əlləşsin?
sample-9130|öz yükünü gen-bol tutmuşdu.
sample-9131|ciblərindəki, çamadanındakı bir yana, kiçik torbadakı iri əsginaslar ölüsünə də bəs idi, dirisinə də.
sample-9132|ən mühüm məsələ də bu idi ki, mənimsədiyi pulların üstü açılmamışdı.
sample-9133|heç kəsdə şəkk-şübhə doğurmamışdı.
sample-9134|rəhbərlik nəzərində bir az da ucalmışdı.
sample-9135|i̇ndən belənin məsuliyyətini daşımırdı.
sample-9136|bacarırlarsa, səriştələri çatırsa, qoy onlar da bəhrələnsinlər.
sample-9137|varlığa nə darlıq?
sample-9138|o, komitə binasından iti addımlarla çıxdı.
sample-9139|heç yanda əylənmədi.
sample-9140|sanki kim isə, hansı məsələ üçünsə saxlayacağından ehtiyatlanırdı.
sample-9141|yaxınlıqdakı qəlyanaltıya da nəzər salmadı.
sample-9142|kön lündən keçdi ki, ən yaxşı restoranlardan birinin qapısını açsın.
sample-9143|kəmərinin altını ləziz-ləziz yeməklərlə bərkitsin.
sample-9144|neçə illər idi naz-nemətlərə tamarzı qalmışdı.
sample-9145|həbsxanada onlar üçün çox darıxmışdı.
sample-9146|tələbəlikdəki kef-damaqlarını həsrətlə, ağzı sulanasulana xatırlamışdı.
sample-9147|daha o həsrətlər, burunucu göynədən darıxmalar arxada, uzaqda qalmışdı.
sample-9148|budur, maddi imkanları yenə aşıb-daşırdı.
sample-9149|əvvəlkilərdən qat-qat artıq, qorxusuz və təhlükəsiz!
sample-9150|qayıdıb fəridi də özünə yoldaş eləmək istədi.
sample-9151|təklik cansıxıcı olardı.
sample-9152|lakin fikrindən tez daşındı.
sample-9153|düşündü ki, fəriddən ona kef-damaq yoldaşı olmayacaq.
sample-9154|nə toyda oynayandandı, nə yasda ağlayandan.
sample-9155|araya ixtilaf qatıb, kefinə soğan doğrayacaq.
sample-9156|qoy rədd olsun!
sample-9157|o, yoluna davam edə-edə tanıdığı, vaxtilə qapılarını tez-tez açıb-örtdüyü məşhur restoranları xəyalında dolandırdı.
sample-9158|hansına getsin?
sample-9159|babatına, ya dəbdəbəlisinə?
sample-9160|ciblərinə ağırlıq salan pullar onu dəbdəbəyə çəkdi:
sample-9161|“kefə adam kimi baxmaq lazımdı.
sample-9162|ucuz ətin şorbası olmur.
sample-9163|pul xərcləyəndə gərək əlasına xərcləyəsən.
sample-9164|elə kefə baxasan ki, dadı damağından getməsin.
sample-9165|kənardan sənə göz qoyanlar qibtə eləsinlər.
sample-9166|xəsislik, simiclik göstərmək axmaqlıqdı.
sample-9167|bir də axı, pul məni qazanmayıb, mən onu qazanmışam.
sample-9168|həyatı yüksək səviyyədə yaşamalıyam!
sample-9169|” götür-qoyu uzun sürmədi.
sample-9170|vaxtı ilə çox bəyəndiyi, ən geci həftədə iki-üç dəfə qonağı olduğu “azərbaycan” mehmanxanasının “xrustal” restoranını seçdi.
sample-9171|buranın həm gözoxşayan bərbəzəyi, həm də yeməkləri digər restoranlardan fərqlənirdi.
sample-9172|şəhərin ən hörmətli, say-seçmə sakinləri “xrustal”a axışırdılar.
sample-9173|ad günlərini, başqa şənliklərini burada keçirirdilər.
sample-9174|əyləncə, “xoş ovqat” həvəskarı qız-gəlinlər, “gecə quşları” da ən çox bu restoranın həndəvərində fırlanırdılar.
sample-9175|güman gətirdi ki, o cavanəzənlərdən bir babatı bəlkə rastına çıxar, tək qalıb xiffətlənməz.
sample-9176|tamaşadan umduğu həzzi başqasından alar… yol uzaq idi.
sample-9177|taksi əylədi.
sample-9178|onbeş-iyirmi dəqiqəyə özünü restorana yetirdi.
sample-9179|“xrustal”ın dəbdəbəsi, səliqə-sahmanı yenə xoşuna gəldi.
sample-9180|heç nə dəyişməmişdi.
sample-9181|bəzi bəzək-düzəklər təzələnmiş, müasirləşdirilmişdi.
sample-9182|i̇çəri girən kimi “gəl-gəl!
sample-9183|belə gözəl  yerdə şən vaxt keçirməyə, iştahlı nahar etməyə, əlbəttə, dəyərdi.
sample-9184|salona boylandı, əyləşməyə xudmani künc axtardı.
sample-9185|masaların əksəriyyəti boş idi.
sample-9186|axşama çox qaldığından adamlar seyrək nəzərə çarpırdılar.
sample-9187|orda-burda iki bir, üç bir oturmuşdular.
sample-9188|əfsun dənizə baxan masalardan birini gözaltıladı.
sample-9189|şakəri vardı:
sample-9190|uzaqdan dənizi seyr etməyi, küçədən gəlib-keçən qadınlara, qızgəlinlərə diqqət kəsilməyi sevirdi.
sample-9191|təzəcə əyləşmişdi ki, mətbəx qulluqçusu hüzurunda hazır dayandı.
sample-9192|əlində tutduğu “xörəklər siyahısı” kitabçasını açıb, nəzakətlə onun önünə qoydu.
sample-9193|sonra da sifariş dəftərcəsini ovcunda sahmanladı.
sample-9194|önlüyünün döş cibindən qələm götürüb sifarişi gözlədi.
sample-9195|əfsun “xörəklər siyahısı”na həvəssiz göz gəzdirib yana itələdi.
sample-9196|gərşəlib yekəxana əmr etdi:
sample-9197|xörək seçməyə hövsələm yoxdur.
sample-9198|restoranınızın firmenni yeməyi hansıdısa, onu gətir.
